seq,canonical_rank,u,v,boundary_frame,transaction_type,temporal_block,full_idtp_delta_norm,positive_support_nonconformity,positive_support_p_value
MOT17-02-FRCNN,3,3,25,30,v_to_u,0,-0.067720090293,0.324346775551,0.324093816631
MOT17-02-FRCNN,8,8,25,30,v_to_u,0,-0.093167701863,0.368352795536,0.27078891258
MOT17-02-FRCNN,9,9,25,30,v_to_u,0,-0.208333333333,0.148027013171,0.628997867804
MOT17-02-FRCNN,12,12,25,30,v_to_u,0,-0.135135135135,0.557607394539,0.106609808102
MOT17-02-FRCNN,15,15,25,30,v_to_u,0,-0.107142857143,0.20133407716,0.533049040512
MOT17-02-FRCNN,16,16,25,30,v_to_u,0,-0.095541401274,0.388210858665,0.247334754797
MOT17-02-FRCNN,17,17,25,30,v_to_u,0,-0.254237288136,-0.186957547634,0.974413646055
MOT17-02-FRCNN,18,18,25,30,v_to_u,0,-0.422535211268,0.227961715833,0.481876332623
MOT17-02-FRCNN,19,19,25,30,v_to_u,0,0.368421052632,-0.201501209447,0.976545842217
MOT17-02-FRCNN,20,20,25,30,v_to_u,0,0.068493150685,0.28584944473,0.381663113006
MOT17-02-FRCNN,21,21,25,30,v_to_u,0,-0.350649350649,0.014459693423,0.837953091684
MOT17-02-FRCNN,23,23,25,30,v_to_u,0,-0.470588235294,0.273085211003,0.402985074627
MOT17-02-FRCNN,27,3,23,40,v_to_u,0,-0.123913043478,0.550665830399,0.110874200426
MOT17-02-FRCNN,33,9,23,40,v_to_u,0,-0.354037267081,0.420901682361,0.215351812367
MOT17-02-FRCNN,34,10,23,40,v_to_u,0,-0.25,0.011646137191,0.840085287846
MOT17-02-FRCNN,36,12,23,40,v_to_u,0,-0.238493723849,0.462386231347,0.164179104478
MOT17-02-FRCNN,37,13,23,40,v_to_u,0,-0.142144638404,0.334051719698,0.311300639659
MOT17-02-FRCNN,38,14,23,40,v_to_u,0,-0.151193633952,0.098473674849,0.710021321962
MOT17-02-FRCNN,41,17,23,40,v_to_u,0,-0.422222222222,0.209282870543,0.513859275053
MOT17-02-FRCNN,43,19,23,40,v_to_u,0,0.215053763441,0.150540501597,0.626865671642
MOT17-02-FRCNN,44,20,23,40,v_to_u,0,0.044502617801,0.14091218663,0.637526652452
MOT17-02-FRCNN,45,21,23,40,v_to_u,0,-0.425531914894,0.088684583245,0.733475479744
MOT17-02-FRCNN,46,22,23,40,v_to_u,0,-0.183266932271,0.023261679096,0.827292110874
MOT17-02-FRCNN,48,23,26,40,u_to_v,0,0.0,0.120497488678,0.673773987207
MOT17-02-FRCNN,50,2,26,41,v_to_u,0,-0.195348837209,-0.199192644389,0.976545842217
MOT17-02-FRCNN,52,4,26,41,v_to_u,0,-0.136363636364,0.221618576874,0.494669509595
MOT17-02-FRCNN,54,6,26,41,v_to_u,0,-0.105,0.48706661478,0.149253731343
MOT17-02-FRCNN,55,7,26,41,v_to_u,0,-0.212121212121,-0.294819995834,0.993603411514
MOT17-02-FRCNN,56,8,26,41,v_to_u,0,-0.130030959752,0.344293582843,0.298507462687
MOT17-02-FRCNN,57,9,26,41,v_to_u,0,-0.289655172414,0.484417189623,0.151385927505
MOT17-02-FRCNN,60,12,26,41,v_to_u,0,-0.188340807175,-0.1814510675,0.972281449893
MOT17-02-FRCNN,61,13,26,41,v_to_u,0,-0.109090909091,0.246006978943,0.454157782516
MOT17-02-FRCNN,63,15,26,41,v_to_u,0,-0.149466192171,0.428210665602,0.213219616205
MOT17-02-FRCNN,64,16,26,41,v_to_u,0,-0.133333333333,0.369812977281,0.27078891258
MOT17-02-FRCNN,66,18,26,41,v_to_u,0,-0.416666666667,0.513308099775,0.134328358209
MOT17-02-FRCNN,67,19,26,41,v_to_u,0,0.480519480519,0.446209851379,0.194029850746
MOT17-02-FRCNN,68,20,26,41,v_to_u,0,0.092896174863,0.21448756675,0.505330490405
MOT17-02-FRCNN,69,21,26,41,v_to_u,0,-0.5,0.322742171123,0.326226012793
MOT17-02-FRCNN,70,22,26,41,v_to_u,0,-0.131914893617,0.183692139074,0.565031982942
MOT17-02-FRCNN,72,26,27,41,u_to_v,0,-0.009259259259,0.506771326538,0.140724946695
MOT17-02-FRCNN,73,1,11,46,v_to_u,0,-0.14858096828,0.368819409456,0.27078891258
MOT17-02-FRCNN,74,2,11,46,v_to_u,0,-0.346303501946,0.302163859118,0.360341151386
MOT17-02-FRCNN,75,3,11,46,v_to_u,0,-0.183127572016,-0.038204195379,0.897654584222
MOT17-02-FRCNN,76,4,11,46,v_to_u,0,-0.254285714286,0.230385732391,0.475479744136
MOT17-02-FRCNN,78,6,11,46,v_to_u,0,-0.201357466063,0.24954654679,0.441364605544
MOT17-02-FRCNN,79,7,11,46,v_to_u,0,-0.370833333333,0.29248075049,0.373134328358
MOT17-02-FRCNN,80,8,11,46,v_to_u,0,-0.243835616438,0.168546604916,0.584221748401
MOT17-02-FRCNN,81,9,11,46,v_to_u,0,-0.475935828877,0.286204922729,0.379530916844
MOT17-02-FRCNN,82,10,11,46,v_to_u,0,-0.127450980392,0.51432733133,0.134328358209
MOT17-02-FRCNN,83,11,12,46,u_to_v,0,-0.335849056604,0.183831439341,0.565031982942
MOT17-02-FRCNN,84,11,13,46,u_to_v,0,-0.208430913349,0.270834983161,0.409381663113
MOT17-02-FRCNN,85,11,14,46,u_to_v,0,-0.220843672457,0.335067577554,0.311300639659
MOT17-02-FRCNN,86,11,15,46,u_to_v,0,-0.275541795666,0.51471772535,0.134328358209
MOT17-02-FRCNN,87,11,16,46,u_to_v,0,-0.249299719888,0.443595437439,0.194029850746
MOT17-02-FRCNN,88,11,17,46,u_to_v,0,-0.447204968944,0.396686300544,0.234541577825
MOT17-02-FRCNN,91,11,20,46,u_to_v,0,-0.007352941176,0.297051909459,0.366737739872
MOT17-02-FRCNN,93,11,22,46,u_to_v,0,-0.281588447653,0.420268023614,0.215351812367
MOT17-02-FRCNN,94,11,24,46,u_to_v,0,-0.096405228758,0.267788669369,0.413646055437
MOT17-02-FRCNN,98,10,19,49,u_to_v,0,0.0,0.164179211609,0.592750533049
MOT17-02-FRCNN,101,19,28,49,v_to_u,0,0.255555555556,0.23057641272,0.475479744136
MOT17-02-FRCNN,102,1,5,59,v_to_u,0,-0.187908496732,0.329534241327,0.317697228145
MOT17-02-FRCNN,104,2,5,59,v_to_u,0,-0.425925925926,0.259303208558,0.430703624733
MOT17-02-FRCNN,106,3,5,59,v_to_u,0,-0.230460921844,0.139481461231,0.648187633262
MOT17-02-FRCNN,107,3,10,59,v_to_u,0,-0.235059760956,0.543300816059,0.117270788913
MOT17-02-FRCNN,108,4,5,59,v_to_u,0,-0.316804407713,0.237375436542,0.464818763326
MOT17-02-FRCNN,110,5,6,59,u_to_v,0,-0.252747252747,0.255409662197,0.43710021322
MOT17-02-FRCNN,111,5,7,59,u_to_v,0,-0.454545454545,0.231399880859,0.473347547974
MOT17-02-FRCNN,112,5,8,59,u_to_v,0,-0.304232804233,0.33718805667,0.304904051173
MOT17-02-FRCNN,113,5,9,59,u_to_v,0,-0.425,0.465994407344,0.159914712154
MOT17-02-FRCNN,114,5,12,59,u_to_v,0,-0.413669064748,0.221538179326,0.496801705757
MOT17-02-FRCNN,115,5,13,59,u_to_v,0,-0.240909090909,0.270674466011,0.409381663113
MOT17-02-FRCNN,116,5,14,59,u_to_v,0,-0.276442307692,0.535214318962,0.119402985075
MOT17-02-FRCNN,119,5,17,59,u_to_v,0,-0.33908045977,0.434412437144,0.202558635394
MOT17-02-FRCNN,121,5,20,59,u_to_v,0,-0.04513064133,0.325225869929,0.324093816631
MOT17-02-FRCNN,123,5,22,59,u_to_v,0,-0.358620689655,0.280081320302,0.396588486141
MOT17-02-FRCNN,124,5,24,59,u_to_v,0,-0.136,0.418670096088,0.215351812367
MOT17-02-FRCNN,130,8,10,59,v_to_u,0,-0.309711286089,0.294937216397,0.371002132196
MOT17-02-FRCNN,131,9,10,59,v_to_u,0,-0.418719211823,0.502344340129,0.140724946695
MOT17-02-FRCNN,132,10,12,59,u_to_v,0,-0.419928825623,0.133895220577,0.658848614072
MOT17-02-FRCNN,135,10,15,59,u_to_v,0,-0.34808259587,0.367717057833,0.272921108742
MOT17-02-FRCNN,138,10,18,59,u_to_v,0,-0.092307692308,0.478563851585,0.157782515991
MOT17-02-FRCNN,139,10,20,59,u_to_v,0,-0.051886792453,0.233837593293,0.46908315565
MOT17-02-FRCNN,140,10,21,59,u_to_v,0,-0.154411764706,0.415127539417,0.221748400853
MOT17-02-FRCNN,141,10,22,59,u_to_v,0,-0.365187713311,0.046180243845,0.80170575693
MOT17-02-FRCNN,143,10,27,59,u_to_v,0,-0.284671532847,0.326927599313,0.321961620469
MOT17-02-FRCNN,144,10,28,59,u_to_v,0,-0.068493150685,0.320177003429,0.328358208955
MOT17-02-FRCNN,145,10,29,59,u_to_v,0,-0.335570469799,0.003764830024,0.850746268657
MOT17-02-FRCNN,148,3,30,61,v_to_u,0,-0.13769751693,0.449160791857,0.191897654584
MOT17-02-FRCNN,151,7,30,61,v_to_u,0,-0.309644670051,0.381953379823,0.249466950959
MOT17-02-FRCNN,152,8,30,61,v_to_u,0,-0.189440993789,0.227544372274,0.484008528785
MOT17-02-FRCNN,153,9,30,61,v_to_u,0,-0.423611111111,0.301932935502,0.360341151386
MOT17-02-FRCNN,154,12,30,61,v_to_u,0,-0.274774774775,0.472057607301,0.157782515991
MOT17-02-FRCNN,156,14,30,61,v_to_u,0,-0.169444444444,0.530630013555,0.121535181237
MOT17-02-FRCNN,157,15,30,61,v_to_u,0,-0.217857142857,0.171296252504,0.584221748401
MOT17-02-FRCNN,158,16,30,61,v_to_u,0,-0.194267515924,0.369923392232,0.27078891258
MOT17-02-FRCNN,159,17,30,61,v_to_u,0,-0.483050847458,0.053100869914,0.793176972281
MOT17-02-FRCNN,160,18,30,61,v_to_u,0,-0.140845070423,0.218327591543,0.505330490405
MOT17-02-FRCNN,161,20,30,61,v_to_u,0,0.095890410959,0.014307260398,0.837953091684
MOT17-02-FRCNN,162,21,30,61,v_to_u,0,-0.246753246753,-0.12638906948,0.950959488273
MOT17-02-FRCNN,163,22,30,61,v_to_u,0,-0.213675213675,0.485350604727,0.149253731343
MOT17-02-FRCNN,165,27,30,61,v_to_u,0,-0.097674418605,0.339429118678,0.302771855011
MOT17-02-FRCNN,166,28,30,61,v_to_u,0,-0.214285714286,0.226774544575,0.484008528785
MOT17-02-FRCNN,167,29,30,61,v_to_u,0,-0.111111111111,-0.004588572783,0.867803837953
MOT17-02-FRCNN,169,2,28,64,v_to_u,0,-0.342105263158,0.441906536474,0.194029850746
MOT17-02-FRCNN,173,7,28,64,v_to_u,0,-0.369668246445,0.352920081486,0.283582089552
MOT17-02-FRCNN,174,8,28,64,v_to_u,0,-0.232142857143,0.453843785285,0.185501066098
MOT17-02-FRCNN,175,9,28,64,v_to_u,0,-0.493670886076,0.528577087492,0.121535181237
MOT17-02-FRCNN,179,15,28,64,v_to_u,0,-0.265306122449,0.446031550572,0.194029850746
MOT17-02-FRCNN,181,17,28,64,v_to_u,0,-0.409090909091,0.403033734554,0.226012793177
MOT17-02-FRCNN,182,18,28,64,v_to_u,0,-0.082352941176,0.117630646742,0.678038379531
MOT17-02-FRCNN,183,20,28,64,v_to_u,0,0.047493403694,0.499934794154,0.140724946695
MOT17-02-FRCNN,184,21,28,64,v_to_u,0,-0.175824175824,0.012886578384,0.837953091684
MOT17-02-FRCNN,185,22,28,64,v_to_u,0,-0.270161290323,0.2954359238,0.371002132196
MOT17-02-FRCNN,189,28,31,64,u_to_v,0,-0.047619047619,0.274277068258,0.402985074627
MOT17-02-FRCNN,190,28,32,64,u_to_v,0,-0.055555555556,0.184470902245,0.560767590618
MOT17-02-FRCNN,191,1,18,78,v_to_u,0,-0.237639553429,0.346480596918,0.294243070362
MOT17-02-FRCNN,197,8,18,78,v_to_u,0,-0.379134860051,0.103338839997,0.7078891258
MOT17-02-FRCNN,198,9,18,78,v_to_u,0,-0.306976744186,0.511984441597,0.134328358209
MOT17-02-FRCNN,199,12,18,78,v_to_u,0,-0.491467576792,0.153480308966,0.616204690832
MOT17-02-FRCNN,200,13,18,78,v_to_u,0,-0.224175824176,0.444120038721,0.194029850746
MOT17-02-FRCNN,202,15,18,78,v_to_u,0,-0.424501424501,0.145619839324,0.631130063966
MOT17-02-FRCNN,203,16,18,78,v_to_u,0,-0.387012987013,0.243513515122,0.456289978678
MOT17-02-FRCNN,204,17,18,78,v_to_u,0,-0.21164021164,0.49352736916,0.144989339019
MOT17-02-FRCNN,205,18,19,78,u_to_v,0,0.0,0.551603804504,0.108742004264
MOT17-02-FRCNN,206,18,20,78,u_to_v,0,-0.121559633028,0.528040891794,0.121535181237
MOT17-02-FRCNN,207,18,21,78,u_to_v,0,-0.013513513514,0.379870782491,0.253731343284
MOT17-02-FRCNN,208,18,22,78,u_to_v,0,-0.452459016393,-0.0598815655,0.908315565032
MOT17-02-FRCNN,210,18,27,78,u_to_v,0,-0.370629370629,0.533002696144,0.121535181237
