exp,epoch,dataset,path,HOTA,DetA,AssA,DetRe,DetPr,AssRe,AssPr,LocA,RHOTA,HOTA(0),LocA(0),HOTALocA(0),MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,sMOTA,Dets,GT_Dets,IDs,GT_IDs,IDF1,IDR,IDP,IDTP,IDFN,IDFP
bytetrack_fa_mot_mot17_v2,25.0,MOT17-train,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v2/val/epoch_25/tracker/MOT17-train/pedestrian_summary.txt,32.665,72.987,14.778,80.621,83.79,16.285,94.972,88.1,34.424,40.305,82.346,33.19,13.471,88.008,78.852,87.535,90.976,53.241,36.574,10.185,47684.0,6790.0,4730.0,35616.0,115.0,79.0,22.0,297.0,2.9734,52414.0,54474.0,39928.0,216.0,,,,,,
bytetrack_fa_mot_mot17_v2,26.0,MOT17-train,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v2/val/epoch_26/tracker/MOT17-train/pedestrian_summary.txt,35.067,73.027,16.916,80.688,83.775,18.306,95.906,88.113,36.924,43.483,82.364,35.815,15.139,87.649,78.784,87.55,90.899,55.556,34.259,10.185,47692.0,6782.0,4775.0,34670.0,120.0,74.0,22.0,296.0,4.3262,52467.0,54474.0,38569.0,216.0,,,,,,
bytetrack_fa_mot_mot17_v2,27.0,MOT17-train,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v2/val/epoch_27/tracker/MOT17-train/pedestrian_summary.txt,27.494,73.194,10.521,80.745,83.968,11.481,97.033,88.16,28.998,33.366,82.496,27.526,6.1259,88.014,78.825,87.493,90.986,54.167,35.185,10.648,47661.0,6813.0,4722.0,39602.0,117.0,76.0,23.0,296.0,-4.3611,52383.0,54474.0,43962.0,216.0,,,,,,
bytetrack_fa_mot_mot17_v2,28.0,MOT17-train,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v2/val/epoch_28/tracker/MOT17-train/pedestrian_summary.txt,25.714,73.572,9.0228,80.987,84.238,9.8831,97.278,88.224,27.007,32.184,82.737,26.628,5.0483,88.009,78.823,87.482,90.993,54.63,34.722,10.648,47655.0,6819.0,4717.0,40188.0,118.0,75.0,23.0,299.0,-5.4417,52372.0,54474.0,44527.0,216.0,,,,,,
bytetrack_fa_mot_mot17_v2,29.0,MOT17-train,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v2/val/epoch_29/tracker/MOT17-train/pedestrian_summary.txt,20.697,73.45,6.0717,80.839,84.262,6.4062,98.863,88.253,21.87,24.399,82.736,20.187,0.21478,88.029,78.839,87.388,91.089,53.241,36.111,10.648,47604.0,6870.0,4657.0,42830.0,115.0,78.0,23.0,301.0,-10.246,52261.0,54474.0,47518.0,216.0,,,,,,
bytetrack_fa_mot_mot17_v2,30.0,MOT17-train,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v2/val/epoch_30/tracker/MOT17-train/pedestrian_summary.txt,18.0,74.211,4.5435,81.405,84.766,4.7532,99.033,88.44,18.979,20.854,83.213,17.353,-1.9532,88.026,78.878,87.456,91.067,55.093,34.722,10.185,47641.0,6833.0,4673.0,44032.0,119.0,75.0,22.0,305.0,-12.425,52314.0,54474.0,48605.0,216.0,,,,,,
bytetrack_fa_mot_mot17_v2,31.0,MOT17-train,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v2/val/epoch_31/tracker/MOT17-train/pedestrian_summary.txt,6.9294,74.2,0.64974,81.36,84.816,0.7036,99.692,88.464,7.2652,8.403,83.263,6.9966,-7.0566,88.041,78.834,87.379,91.092,52.778,36.574,10.648,47599.0,6875.0,4655.0,46788.0,114.0,79.0,23.0,300.0,-17.506,52254.0,54474.0,51532.0,216.0,,,,,,
bytetrack_fa_mot_mot17_v2,32.0,MOT17-train,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v2/val/epoch_32/tracker/MOT17-train/pedestrian_summary.txt,15.074,74.159,3.122,81.345,84.767,3.2396,99.495,88.444,15.869,17.227,83.224,14.337,-4.1396,88.038,78.832,87.398,91.074,52.778,36.574,10.648,47609.0,6865.0,4666.0,45198.0,114.0,79.0,23.0,303.0,-14.594,52275.0,54474.0,49889.0,216.0,,,,,,
bytetrack_fa_mot_mot17_v2,33.0,MOT17-train,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v2/val/epoch_33/tracker/MOT17-train/pedestrian_summary.txt,20.988,73.202,6.1007,80.641,84.044,6.5364,98.66,88.1,22.124,25.394,82.52,20.955,0.14869,88.036,78.856,87.403,91.092,53.704,35.648,10.648,47612.0,6862.0,4656.0,42875.0,116.0,77.0,23.0,297.0,-10.308,52268.0,54474.0,47517.0,216.0,,,,,,
bytetrack_fa_mot_mot17_v2,34.0,MOT17-train,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v2/val/epoch_34/tracker/MOT17-train/pedestrian_summary.txt,15.131,74.141,3.3379,81.359,84.729,3.4502,99.439,88.444,16.017,16.741,83.192,13.927,-4.7399,88.031,78.858,87.44,91.062,54.63,34.722,10.648,47632.0,6842.0,4675.0,45539.0,118.0,75.0,23.0,310.0,-15.206,52307.0,54474.0,50286.0,216.0,,,,,,
bytetrack_fa_mot_mot17_v2,35.0,MOT17-train,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v2/val/epoch_35/tracker/MOT17-train/pedestrian_summary.txt,15.594,74.189,3.5293,81.368,84.789,3.6024,99.588,88.458,16.503,17.123,83.242,14.254,-4.1947,88.038,78.827,87.396,91.07,53.704,35.648,10.648,47608.0,6866.0,4668.0,45225.0,116.0,77.0,23.0,303.0,-14.649,52276.0,54474.0,49985.0,216.0,,,,,,
bytetrack_fa_mot_mot17_v2,4.0,MOT17-train,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v2/val/epoch_4/tracker/MOT17-train/pedestrian_summary.txt,6.5903,74.251,0.58711,81.447,84.781,0.59173,99.818,88.456,6.9052,7.9659,83.249,6.6315,-6.3645,88.03,78.867,87.467,91.048,55.093,34.259,10.648,47647.0,6827.0,4685.0,46429.0,119.0,74.0,23.0,297.0,-16.834,52332.0,54474.0,51159.0,216.0,,,,,,
bytetrack_fa_mot_mot17_v2,5.0,MOT17-train,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v2/val/epoch_5/tracker/MOT17-train/pedestrian_summary.txt,11.245,74.245,1.7149,81.659,84.495,1.7855,99.006,88.384,11.757,14.113,83.103,11.728,-1.3401,87.966,78.929,87.787,90.835,59.722,31.019,9.2593,47821.0,6653.0,4825.0,43726.0,129.0,67.0,20.0,281.0,-11.904,52646.0,54474.0,48058.0,216.0,,,,,,
bytetrack_fa_mot_mot17_v2,6.0,MOT17-train,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v2/val/epoch_6/tracker/MOT17-train/pedestrian_summary.txt,12.257,74.3,2.0327,81.701,84.519,2.1814,98.813,88.382,12.83,15.032,83.11,12.493,-0.8628,87.967,78.962,87.814,90.843,60.185,30.556,9.2593,47836.0,6638.0,4822.0,43484.0,130.0,66.0,20.0,281.0,-11.43,52658.0,54474.0,47861.0,216.0,,,,,,
bytetrack_fa_mot_mot17_v2,7.0,MOT17-train,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v2/val/epoch_7/tracker/MOT17-train/pedestrian_summary.txt,14.611,74.321,2.8815,81.76,84.49,2.9793,98.99,88.393,15.336,17.64,83.099,14.658,-0.28454,87.948,78.915,87.842,90.775,59.722,30.556,9.7222,47851.0,6623.0,4863.0,43143.0,129.0,66.0,21.0,292.0,-10.871,52714.0,54474.0,47283.0,216.0,,,,,,
bytetrack_fa_mot_mot17_v2,8.0,MOT17-train,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v2/val/epoch_8/tracker/MOT17-train/pedestrian_summary.txt,19.56,74.31,5.1634,81.772,84.456,5.489,97.938,88.384,20.482,24.609,83.081,20.445,4.303,87.928,78.895,87.858,90.742,59.722,30.556,9.7222,47860.0,6614.0,4883.0,40633.0,129.0,66.0,21.0,284.0,-6.3032,52743.0,54474.0,44600.0,216.0,,,,,,
bytetrack_fa_mot_mot17_v2,9.0,MOT17-train,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v2/val/epoch_9/tracker/MOT17-train/pedestrian_summary.txt,19.732,73.626,5.3088,81.044,84.268,6.1991,97.447,88.246,20.732,24.502,82.799,20.287,-0.42589,87.918,78.823,87.499,90.979,54.167,35.648,10.185,47664.0,6810.0,4726.0,43170.0,117.0,77.0,22.0,294.0,-10.997,52390.0,54474.0,47656.0,216.0,,,,,,
bytetrack_fa_mot_mot17_v4_topconf,0.0,MOT17-train,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v4_topconf/val/epoch_0/tracker/MOT17-train/pedestrian_summary.txt,4.7602,74.215,0.30758,81.355,84.845,0.30758,99.999,88.469,4.9968,5.7214,83.275,4.7645,-8.1452,88.046,78.836,87.361,91.109,52.778,36.574,10.648,47589.0,6885.0,4644.0,47382.0,114.0,79.0,23.0,301.0,-18.588,52233.0,54474.0,52224.0,216.0,,,,,,
bytetrack_fa_mot_mot17_v4_topconf,1.0,MOT17-train,/gemini/code/FMtrack-main/FM-Track/outputs/bytetrack_fa_mot_mot17_v4_topconf/val/epoch_1/tracker/MOT17-train/pedestrian_summary.txt,4.7796,74.214,0.31005,81.355,84.844,0.31007,99.996,88.469,5.0169,5.7465,83.275,4.7854,-8.0919,88.046,78.834,87.361,91.107,52.778,36.574,10.648,47589.0,6885.0,4645.0,47352.0,114.0,79.0,23.0,301.0,-18.535,52234.0,54474.0,52187.0,216.0,,,,,,
diagnostic_full_model,,MOT17,/gemini/code/FMtrack-main/FM-Track/outputs/diagnostic_full_model/submit/full_model_correct_thresh/MOT17/train/checkpoint_30/tracker/tracker_default/pedestrian_summary.txt,81.596,90.983,73.245,94.646,93.414,79.874,84.346,93.167,83.26,87.159,92.555,80.671,95.878,92.709,97.853,99.586,98.29,95.161,0.0,4.8387,18504.0,77.0,322.0,367.0,59.0,0.0,3.0,46.0,88.617,18826.0,18581.0,331.0,62.0,,,,,,
diagnostic_full_model,,MOT17,/gemini/code/FMtrack-main/FM-Track/outputs/diagnostic_full_model/submit/full_model_test/MOT17/train/checkpoint_30/tracker/tracker_default/pedestrian_summary.txt,68.454,78.126,60.039,94.837,79.819,63.689,88.638,93.177,75.458,72.881,92.548,67.45,78.532,92.736,80.97,99.892,84.074,96.774,0.0,3.2258,18561.0,20.0,3516.0,453.0,60.0,0.0,2.0,11.0,71.275,22077.0,18581.0,2479.0,62.0,66.968,73.268,61.666,13614.0,4967.0,8463.0
diagnostic_test,,MOT17,/gemini/code/FMtrack-main/FM-Track/outputs/diagnostic_test/evaluate/default/MOT17/train/checkpoint_30/tracker/tracker_default/pedestrian_summary.txt,4.9638,77.479,0.32099,95.405,78.812,0.32099,100.0,93.459,5.5211,5.2502,93.09,4.8874,-20.795,93.122,78.817,99.935,82.555,96.774,0.0,3.2258,18569.0,12.0,3924.0,18509.0,60.0,0.0,2.0,4.0,-27.669,22493.0,18581.0,22493.0,62.0,0.29216,0.32291,0.26675,60.0,18521.0,22433.0
eval_epoch20,,MOT17,/gemini/code/FMtrack-main/FM-Track/outputs/eval_epoch20/evaluate/default/MOT17/train/checkpoint_20/tracker/tracker_default/pedestrian_summary.txt,85.837,90.14,81.917,93.179,94.519,89.912,87.821,93.249,87.36,92.147,92.334,85.083,96.934,92.601,97.303,97.942,99.351,94.322,3.1136,2.5641,329958.0,6933.0,2154.0,1242.0,1545.0,51.0,42.0,1806.0,89.687,332112.0,336891.0,1416.0,1638.0,89.943,89.305,90.59,300861.0,36030.0,31251.0
eval_mot17_train,,MOT17,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot17_train/evaluate/default/MOT17/train/checkpoint_5/tracker/pedestrian_summary.txt,61.157,86.497,43.435,90.278,92.48,52.159,75.481,91.941,62.593,66.899,90.46,60.516,83.199,91.251,95.722,96.671,99.028,92.562,6.1983,1.2397,90596.0,3120.0,889.0,11736.0,448.0,30.0,6.0,695.0,74.741,91485.0,93716.0,10902.0,484.0,59.574,58.865,60.301,55166.0,38550.0,36319.0
eval_mot17_train,,MOT17,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot17_train/evaluate/default/MOT17/train/checkpoint_6/tracker/pedestrian_summary.txt,74.11,89.533,61.612,93.435,93.495,70.273,81.438,92.919,75.839,79.832,91.64,73.158,90.463,92.279,97.631,98.784,98.847,97.727,1.6529,0.61983,92576.0,1140.0,1080.0,6718.0,473.0,8.0,3.0,222.0,82.835,93656.0,93716.0,6284.0,484.0,73.723,73.699,73.746,69068.0,24648.0,24588.0
eval_mot17_train,,MOT17,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot17_train/evaluate/default/MOT17/train/checkpoint_7/tracker/pedestrian_summary.txt,75.685,89.901,63.955,93.715,93.75,72.343,82.188,93.104,77.392,81.418,91.854,74.786,91.634,92.456,97.59,98.776,98.813,97.107,2.2727,0.61983,92569.0,1147.0,1112.0,5581.0,470.0,11.0,3.0,172.0,84.183,93681.0,93716.0,5128.0,484.0,75.925,75.911,75.94,71141.0,22575.0,22540.0
eval_mot17_train,,MOT17,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot17_train/evaluate/default/MOT17/train/checkpoint_8/tracker/tracker_default/pedestrian_summary.txt,75.866,90.321,63.918,93.875,94.05,72.85,82.286,93.207,77.446,81.542,92.088,75.091,91.765,92.573,97.987,98.9,99.085,97.436,1.4652,1.0989,111062.0,1235.0,1026.0,6987.0,532.0,8.0,6.0,286.0,84.419,112088.0,112297.0,6420.0,546.0,76.159,76.088,76.23,85445.0,26852.0,26643.0
eval_mot17_train,,MOT17,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot17_train/evaluate/default/MOT17/train/checkpoint_9/tracker/tracker_default/pedestrian_summary.txt,76.87,90.386,65.578,93.976,94.057,74.624,82.781,93.244,78.486,82.491,92.123,75.993,92.486,92.64,97.937,98.925,99.011,97.436,1.4652,1.0989,111090.0,1207.0,1110.0,6121.0,532.0,8.0,6.0,270.0,85.205,112200.0,112297.0,5581.0,546.0,77.406,77.373,77.439,86887.0,25410.0,25313.0
eval_mot20_ckpts_serial,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_ckpts_serial/ckpt_12/evaluate/default/MOT20/train/checkpoint_12/tracker/tracker_default/pedestrian_summary.txt,3.5544,3.613,3.6441,3.6313,70.918,4.1741,41.403,76.576,3.5658,4.7638,70.226,3.3454,4.3672,71.963,4.8037,4.962,96.907,0.0,4.1986,95.801,56300.0,1078314.0,1797.0,4952.0,0.0,93.0,2122.0,11325.0,2.976,58097.0,1134614.0,2453.0,2215.0,3.6612,1.9244,37.582,21834.0,1112780.0,36263.0
eval_mot20_ckpts_serial,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_ckpts_serial/ckpt_13/evaluate/default/MOT20/train/checkpoint_13/tracker/tracker_default/pedestrian_summary.txt,4.6681,4.8175,4.7505,4.8471,72.572,5.3672,45.633,77.395,4.6876,6.0463,71.552,4.3263,5.9337,72.853,6.4336,6.5563,98.163,0.0,7.5395,92.46,74389.0,1060225.0,1392.0,5672.0,0.0,167.0,2048.0,13794.0,4.1539,75781.0,1134614.0,2669.0,2215.0,4.9894,2.6613,39.846,30196.0,1104418.0,45585.0
eval_mot20_ckpts_serial,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_ckpts_serial/ckpt_14/evaluate/default/MOT20/train/checkpoint_14/tracker/tracker_default/pedestrian_summary.txt,8.2691,9.9001,7.1241,10.048,71.441,8.6487,41.856,77.311,8.3448,11.007,70.925,7.8068,12.119,73.05,13.001,13.533,96.217,0.22573,23.792,75.982,153549.0,981065.0,6037.0,10010.0,5.0,527.0,1683.0,28644.0,8.4716,159586.0,1134614.0,3997.0,2215.0,9.2823,5.294,37.639,60066.0,1074548.0,99520.0
eval_mot20_ckpts_serial,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_ckpts_serial/ckpt_15/evaluate/default/MOT20/train/checkpoint_15/tracker/tracker_default/pedestrian_summary.txt,10.399,15.339,7.3181,15.732,71.561,8.1002,53.568,78.104,10.562,13.548,71.944,9.747,17.402,74.085,19.337,20.66,93.978,1.3544,37.698,60.948,234416.0,900198.0,15021.0,21952.0,30.0,835.0,1350.0,35197.0,12.048,249437.0,1134614.0,8859.0,2215.0,11.596,7.0726,32.171,80247.0,1054367.0,169190.0
eval_mot20_ckpts_serial,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_ckpts_serial/ckpt_16/evaluate/default/MOT20/train/checkpoint_16/tracker/tracker_default/pedestrian_summary.txt,10.006,15.135,6.8896,15.459,73.644,7.6434,52.506,78.832,10.141,12.792,73.241,9.369,17.3,75.062,19.27,20.131,95.9,1.0835,36.569,62.348,228404.0,906210.0,9764.0,22352.0,24.0,810.0,1381.0,35649.0,12.28,238168.0,1134614.0,8645.0,2215.0,10.853,6.5658,31.279,74496.0,1060118.0,163672.0
eval_mot20_ckpts_serial,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_ckpts_serial/ckpt_17/evaluate/default/MOT20/train/checkpoint_17/tracker/tracker_default/pedestrian_summary.txt,12.085,18.85,8.0887,19.342,73.262,8.7732,56.804,78.519,12.286,15.558,73.034,11.363,21.607,74.582,24.363,25.382,96.14,2.7991,45.147,52.054,287993.0,846621.0,11563.0,31278.0,62.0,1000.0,1153.0,38415.0,15.155,299556.0,1134614.0,11722.0,2215.0,12.824,8.1051,30.699,91962.0,1042652.0,207594.0
eval_mot20_ckpts_serial,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_ckpts_serial/ckpt_18/evaluate/default/MOT20/train/checkpoint_18/tracker/tracker_default/pedestrian_summary.txt,10.775,16.979,7.2472,17.376,72.729,7.9165,56.915,78.025,10.942,13.921,72.364,10.074,19.44,73.863,22.088,22.99,96.227,1.9413,42.167,55.892,260845.0,873769.0,10228.0,30049.0,43.0,934.0,1238.0,37649.0,13.431,271073.0,1134614.0,11923.0,2215.0,11.08,6.8637,28.729,77876.0,1056738.0,193197.0
eval_mot20_ckpts_serial,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_ckpts_serial/ckpt_19/evaluate/default/MOT20/train/checkpoint_19/tracker/tracker_default/pedestrian_summary.txt,12.466,18.639,8.744,19.115,72.52,9.4696,58.785,77.834,12.672,16.257,72.087,11.72,21.745,73.698,24.135,25.247,95.782,1.9865,46.095,51.919,286454.0,848160.0,12615.0,27118.0,44.0,1021.0,1150.0,34536.0,15.104,299069.0,1134614.0,11085.0,2215.0,13.75,8.6874,32.958,98568.0,1036046.0,200501.0
eval_mot20_ckpts_serial,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_ckpts_serial/ckpt_20/evaluate/default/MOT20/train/checkpoint_20/tracker/tracker_default/pedestrian_summary.txt,10.456,16.549,6.9778,16.897,73.641,7.5914,58.543,78.331,10.604,13.391,72.865,9.7572,18.732,74.367,21.352,22.149,96.528,1.4447,39.007,59.549,251303.0,883311.0,9039.0,29732.0,32.0,864.0,1319.0,36904.0,13.054,260342.0,1134614.0,12738.0,2215.0,10.638,6.5395,28.5,74198.0,1060416.0,186144.0
eval_mot20_ckpts_serial,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_ckpts_serial/ckpt_21/evaluate/default/MOT20/train/checkpoint_21/tracker/tracker_default/pedestrian_summary.txt,12.002,17.801,8.5107,18.222,72.597,9.1019,62.527,77.762,12.189,15.608,72.089,11.252,20.595,73.482,23.337,24.219,96.489,1.6253,42.619,55.756,274787.0,859827.0,9999.0,31113.0,36.0,944.0,1235.0,33485.0,14.173,284786.0,1134614.0,13499.0,2215.0,12.641,7.9067,31.501,89710.0,1044904.0,195076.0
eval_mot20_ckpts_serial,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_ckpts_serial/ckpt_22/evaluate/default/MOT20/train/checkpoint_22/tracker/tracker_default/pedestrian_summary.txt,12.498,16.445,9.878,16.81,73.888,10.714,61.89,78.884,12.674,16.011,73.599,11.784,19.297,75.058,21.114,21.932,96.402,1.9865,39.368,58.646,248848.0,885766.0,9287.0,20611.0,44.0,872.0,1299.0,29217.0,13.827,258135.0,1134614.0,10217.0,2215.0,13.182,8.0905,35.561,91796.0,1042818.0,166339.0
eval_mot20_ckpts_serial,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_ckpts_serial/ckpt_23/evaluate/default/MOT20/train/checkpoint_23/tracker/tracker_default/pedestrian_summary.txt,12.14,18.355,8.3941,18.86,72.645,9.0977,60.245,78.296,12.352,15.654,72.294,11.317,20.75,74.429,23.276,24.619,94.828,2.2122,42.799,54.989,279332.0,855282.0,15236.0,28661.0,49.0,948.0,1218.0,35979.0,14.455,294568.0,1134614.0,12540.0,2215.0,12.318,7.7581,29.883,88025.0,1046589.0,206543.0
eval_mot20_ckpts_serial,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_ckpts_serial/ckpt_24/evaluate/default/MOT20/train/checkpoint_24/tracker/tracker_default/pedestrian_summary.txt,12.409,18.382,8.7611,18.844,73.621,9.4286,63.685,78.765,12.609,15.861,73.434,11.647,21.095,74.937,23.567,24.581,96.037,2.0767,43.205,54.718,278900.0,855714.0,11510.0,28048.0,46.0,957.0,1212.0,34110.0,14.934,290410.0,1134614.0,13655.0,2215.0,12.756,8.0103,31.296,90886.0,1043728.0,199524.0
eval_mot20_ckpts_serial,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_ckpts_serial/ckpt_25/evaluate/default/MOT20/train/checkpoint_25/tracker/tracker_default/pedestrian_summary.txt,11.769,17.43,8.2906,17.89,72.401,8.8901,60.887,78.206,11.965,15.237,72.306,11.018,19.658,74.295,22.121,23.415,94.761,2.3928,40.722,56.885,265672.0,868942.0,14687.0,27947.0,53.0,902.0,1260.0,35271.0,13.639,280359.0,1134614.0,12267.0,2215.0,11.871,7.4023,29.957,83988.0,1050626.0,196371.0
eval_mot20_ckpts_serial,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_ckpts_serial/ckpt_26/evaluate/default/MOT20/train/checkpoint_26/tracker/tracker_default/pedestrian_summary.txt,13.595,19.968,9.6861,20.548,72.462,10.464,58.556,78.075,13.847,17.634,72.12,12.718,23.304,74.076,25.906,27.132,95.678,2.8442,47.223,49.932,307842.0,826772.0,13906.0,29522.0,63.0,1046.0,1106.0,40452.0,16.271,321748.0,1134614.0,11316.0,2215.0,14.529,9.3246,32.882,105798.0,1028816.0,215950.0
eval_mot20_ckpts_serial,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_ckpts_serial/ckpt_27/evaluate/default/MOT20/train/checkpoint_27/tracker/tracker_default/pedestrian_summary.txt,12.365,16.683,9.5458,17.066,73.016,9.9982,67.175,78.197,12.547,15.926,72.47,11.541,19.571,74.107,21.59,22.482,96.187,1.6704,39.187,59.142,255079.0,879535.0,10111.0,22908.0,37.0,868.0,1310.0,32393.0,13.75,265190.0,1134614.0,10828.0,2215.0,13.465,8.3063,35.539,94245.0,1040369.0,170945.0
eval_mot20_ckpts_serial,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_ckpts_serial/ckpt_28/evaluate/default/MOT20/train/checkpoint_28/tracker/tracker_default/pedestrian_summary.txt,12.999,18.677,9.4706,19.227,71.584,10.271,60.566,77.788,13.241,16.973,71.606,12.154,21.726,73.58,24.073,25.466,94.813,2.3025,45.553,52.144,288938.0,845676.0,15806.0,26621.0,51.0,1009.0,1155.0,34305.0,14.998,304744.0,1134614.0,11997.0,2215.0,14.116,8.9534,33.335,101587.0,1033027.0,203157.0
eval_mot20_ckpts_serial,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_ckpts_serial/ckpt_29/evaluate/default/MOT20/train/checkpoint_29/tracker/tracker_default/pedestrian_summary.txt,10.511,15.671,7.3827,16.014,73.615,7.797,66.186,78.822,10.66,13.353,73.485,9.8126,18.087,74.945,20.023,20.889,96.023,1.219,38.149,60.632,237004.0,897610.0,9817.0,21971.0,27.0,845.0,1343.0,30899.0,12.853,246821.0,1134614.0,12498.0,2215.0,10.761,6.5509,30.114,74327.0,1060287.0,172494.0
eval_mot20_ckpts_serial,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_ckpts_serial/ckpt_30/evaluate/default/MOT20/train/checkpoint_30/tracker/tracker_default/pedestrian_summary.txt,14.123,20.477,10.115,21.079,73.119,10.85,59.186,78.571,14.382,18.236,72.879,13.29,24.151,74.681,26.569,27.698,96.082,2.8442,48.352,48.804,314268.0,820346.0,12816.0,27430.0,63.0,1071.0,1081.0,37258.0,17.138,327084.0,1134614.0,10487.0,2215.0,15.279,9.8421,34.141,111670.0,1022944.0,215414.0
eval_mot20_train,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_train/evaluate/default/MOT20/train/checkpoint_7/tracker/tracker_default/pedestrian_summary.txt,9.9022,20.425,4.9937,21.061,72.03,5.8642,58.827,77.948,10.093,13.102,71.78,9.4048,15.311,74.009,26.479,27.859,95.281,3.6117,47.088,49.3,316093.0,818521.0,15655.0,126720.0,80.0,1043.0,1092.0,42025.0,8.0698,331748.0,1134614.0,106208.0,2215.0,,,,,,
eval_mot20_train,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_train/evaluate/default/MOT20/train/checkpoint_9/tracker/tracker_default/pedestrian_summary.txt,9.8861,20.161,5.023,20.809,71.677,5.9681,58.986,77.895,10.079,13.145,71.59,9.4107,14.921,73.985,25.954,27.493,94.7,3.3409,46.546,50.113,311935.0,822679.0,17458.0,125180.0,74.0,1031.0,1110.0,40886.0,7.7689,329393.0,1134614.0,106305.0,2215.0,,,,,,
eval_mot20_train,,MOT20,/gemini/code/FMtrack-main/FM-Track/outputs/eval_mot20_train/evaluate/default/MOT20/train/checkpoint_9/tracker_eval_hota/tracker_default/pedestrian_summary.txt,9.8861,20.161,5.023,20.809,71.677,5.9681,58.986,77.895,10.079,13.145,71.59,9.4107,14.921,73.985,25.954,27.493,94.7,3.3409,46.546,50.113,311935.0,822679.0,17458.0,125180.0,74.0,1031.0,1110.0,40886.0,7.7689,329393.0,1134614.0,106305.0,2215.0,,,,,,
evaluate,,MOT17,/gemini/code/FMtrack-main/FM-Track/outputs/evaluate/default/MOT17/train/checkpoint_0/tracker/pedestrian_summary.txt,17.465,72.178,4.2385,76.236,90.374,6.7113,81.749,91.363,17.971,19.639,88.732,17.426,15.112,90.81,78.472,81.414,96.513,60.744,31.405,7.8512,76298.0,17418.0,2757.0,59379.0,294.0,152.0,38.0,3210.0,7.6295,79055.0,93716.0,57198.0,484.0,9.7262,8.9654,10.628,8402.0,85314.0,70653.0
