seq,u,v,boundary_frame,transaction_type,donor_raw_tid,receiver_raw_tid,accepted,effective_start_frame,changed_rows,pair_common_frames,pair_common_span,donor_anchor,receiver_anchor,candidate_policy_version,donor_first_frame,donor_last_frame,receiver_first_frame,receiver_last_frame,donor_track_rows,receiver_track_rows,donor_history_rows,receiver_history_rows,handoff_gap,future_receiver_rows,future_receiver_unique_frames,future_receiver_span,future_receiver_density,boundary_center_distance_norm,boundary_bottom_gap_norm,boundary_iou,boundary_log_width_ratio_abs,boundary_log_height_ratio_abs,boundary_donor_score,boundary_receiver_score,canonical_rank,receiver_anchor_count,receiver_anchor_counts,target_rows_with_receiver_anchor,h30_history_donor_rows,h30_history_receiver_rows,h30_receiver_anchor_count,h30_future_rows,h30_history_donor_matched,h30_history_receiver_matched,h30_future_matched,h30_future_match_rate,h30_future_mean_match_iou,h30_donor_dominant_gt,h30_receiver_dominant_gt,h30_future_dominant_gt,h30_donor_gt_purity,h30_receiver_gt_purity,h30_future_gt_purity,h30_future_gt_entropy,h30_future_unique_gt,h30_history_dominant_same_gt,h30_donor_future_support_rows,h30_receiver_future_support_rows,h30_benefit_rows,h30_harm_rows,h30_row_net,h30_donor_minus_receiver_support_frac,h30_donor_same_pairs,h30_donor_different_pairs,h30_receiver_same_pairs,h30_receiver_different_pairs,h30_pairwise_net_pairs,h30_pairwise_affected_pairs,h30_pairwise_net_norm,h30_baseline_local_idtp,h30_edited_local_idtp,h30_idtp_delta,h30_idtp_delta_norm,h30_future_span_frames,h30_future_density,h60_history_donor_rows,h60_history_receiver_rows,h60_receiver_anchor_count,h60_future_rows,h60_history_donor_matched,h60_history_receiver_matched,h60_future_matched,h60_future_match_rate,h60_future_mean_match_iou,h60_donor_dominant_gt,h60_receiver_dominant_gt,h60_future_dominant_gt,h60_donor_gt_purity,h60_receiver_gt_purity,h60_future_gt_purity,h60_future_gt_entropy,h60_future_unique_gt,h60_history_dominant_same_gt,h60_donor_future_support_rows,h60_receiver_future_support_rows,h60_benefit_rows,h60_harm_rows,h60_row_net,h60_donor_minus_receiver_support_frac,h60_donor_same_pairs,h60_donor_different_pairs,h60_receiver_same_pairs,h60_receiver_different_pairs,h60_pairwise_net_pairs,h60_pairwise_affected_pairs,h60_pairwise_net_norm,h60_baseline_local_idtp,h60_edited_local_idtp,h60_idtp_delta,h60_idtp_delta_norm,h60_future_span_frames,h60_future_density,h120_history_donor_rows,h120_history_receiver_rows,h120_receiver_anchor_count,h120_future_rows,h120_history_donor_matched,h120_history_receiver_matched,h120_future_matched,h120_future_match_rate,h120_future_mean_match_iou,h120_donor_dominant_gt,h120_receiver_dominant_gt,h120_future_dominant_gt,h120_donor_gt_purity,h120_receiver_gt_purity,h120_future_gt_purity,h120_future_gt_entropy,h120_future_unique_gt,h120_history_dominant_same_gt,h120_donor_future_support_rows,h120_receiver_future_support_rows,h120_benefit_rows,h120_harm_rows,h120_row_net,h120_donor_minus_receiver_support_frac,h120_donor_same_pairs,h120_donor_different_pairs,h120_receiver_same_pairs,h120_receiver_different_pairs,h120_pairwise_net_pairs,h120_pairwise_affected_pairs,h120_pairwise_net_norm,h120_baseline_local_idtp,h120_edited_local_idtp,h120_idtp_delta,h120_idtp_delta_norm,h120_future_span_frames,h120_future_density,h300_history_donor_rows,h300_history_receiver_rows,h300_receiver_anchor_count,h300_future_rows,h300_history_donor_matched,h300_history_receiver_matched,h300_future_matched,h300_future_match_rate,h300_future_mean_match_iou,h300_donor_dominant_gt,h300_receiver_dominant_gt,h300_future_dominant_gt,h300_donor_gt_purity,h300_receiver_gt_purity,h300_future_gt_purity,h300_future_gt_entropy,h300_future_unique_gt,h300_history_dominant_same_gt,h300_donor_future_support_rows,h300_receiver_future_support_rows,h300_benefit_rows,h300_harm_rows,h300_row_net,h300_donor_minus_receiver_support_frac,h300_donor_same_pairs,h300_donor_different_pairs,h300_receiver_same_pairs,h300_receiver_different_pairs,h300_pairwise_net_pairs,h300_pairwise_affected_pairs,h300_pairwise_net_norm,h300_baseline_local_idtp,h300_edited_local_idtp,h300_idtp_delta,h300_idtp_delta_norm,h300_future_span_frames,h300_future_density,full_history_donor_rows,full_history_receiver_rows,full_receiver_anchor_count,full_future_rows,full_history_donor_matched,full_history_receiver_matched,full_future_matched,full_future_match_rate,full_future_mean_match_iou,full_donor_dominant_gt,full_receiver_dominant_gt,full_future_dominant_gt,full_donor_gt_purity,full_receiver_gt_purity,full_future_gt_purity,full_future_gt_entropy,full_future_unique_gt,full_history_dominant_same_gt,full_donor_future_support_rows,full_receiver_future_support_rows,full_benefit_rows,full_harm_rows,full_row_net,full_donor_minus_receiver_support_frac,full_donor_same_pairs,full_donor_different_pairs,full_receiver_same_pairs,full_receiver_different_pairs,full_pairwise_net_pairs,full_pairwise_affected_pairs,full_pairwise_net_norm,full_baseline_local_idtp,full_edited_local_idtp,full_idtp_delta,full_idtp_delta_norm,full_future_span_frames,full_future_density
MOT17-02-FRCNN,1,25,30,v_to_u,25,1,1,31,529,1,1,25,1,1,30,30,1,578,1,559,1,30,1,529,529,548,0.965328467153,4.334514438313,1.116426405918,0.0,1.038071253893,1.07057733919,-1.0,-1.0,1,1,"{""1"": 529}",529,1,30,1,30,0,30,30,1.0,0.953837600318,-1,3,3,,1.0,1.0,-0.0,1,0,0,30,0,0,0.0,-1.0,0,0,900,0,-900,900,-1.0,60,30,-30,-0.5,30,1.0,1,30,1,60,0,30,60,1.0,0.955011734173,-1,3,3,,1.0,1.0,-0.0,1,0,0,60,0,0,0.0,-1.0,0,0,1800,0,-1800,1800,-1.0,90,60,-30,-0.333333333333,60,1.0,1,30,1,120,0,30,120,1.0,0.95470676049,-1,3,3,,1.0,1.0,-0.0,1,0,0,120,0,0,0.0,-1.0,0,0,3600,0,-3600,3600,-1.0,150,120,-30,-0.2,120,1.0,1,30,1,285,0,30,285,1.0,0.939770830696,-1,3,3,,1.0,1.0,-0.0,1,0,0,285,0,0,0.0,-1.0,0,0,8550,0,-8550,8550,-1.0,315,285,-30,-0.095238095238,285,1.0,1,30,1,529,0,30,526,0.994328922495,0.926800009781,-1,3,3,,1.0,1.0,-0.0,1,0,0,526,0,0,0.0,-1.0,0,0,15780,0,-15780,15780,-1.0,556,526,-30,-0.053956834532,548,0.965328467153
MOT17-02-FRCNN,2,25,30,v_to_u,25,2,1,31,195,1,1,25,2,1,30,30,1,225,1,225,1,30,1,195,195,195,1.0,1.003300229811,0.562676696703,0.0,0.154944015847,0.190970608539,-1.0,-1.0,2,1,"{""2"": 195}",195,1,30,1,30,0,30,30,1.0,0.948584923618,-1,9,9,,1.0,1.0,-0.0,1,0,0,30,0,0,0.0,-1.0,0,0,900,0,-900,900,-1.0,60,30,-30,-0.5,30,1.0,1,30,1,60,0,30,60,1.0,0.931390385651,-1,9,9,,1.0,1.0,-0.0,1,0,0,60,0,0,0.0,-1.0,0,0,1800,0,-1800,1800,-1.0,90,60,-30,-0.333333333333,60,1.0,1,30,1,120,0,30,120,1.0,0.922312949036,-1,9,9,,1.0,1.0,-0.0,1,0,0,120,0,0,0.0,-1.0,0,0,3600,0,-3600,3600,-1.0,150,120,-30,-0.2,120,1.0,1,30,1,195,0,30,184,0.94358974359,0.901348341558,-1,9,9,,1.0,0.951086956522,0.195302243301,2,0,0,175,0,0,0.0,-0.951086956522,0,0,5250,270,-4980,5520,-0.902173913043,205,175,-30,-0.140186915888,195,1.0,1,30,1,195,0,30,184,0.94358974359,0.901348341558,-1,9,9,,1.0,0.951086956522,0.195302243301,2,0,0,175,0,0,0.0,-0.951086956522,0,0,5250,270,-4980,5520,-0.902173913043,205,175,-30,-0.140186915888,195,1.0
MOT17-02-FRCNN,3,25,30,v_to_u,25,3,1,31,415,1,1,25,3,1,30,30,1,445,1,445,1,30,1,415,415,415,1.0,5.236100338475,1.220905848648,0.0,1.211260995635,1.1529412677,-1.0,-1.0,3,1,"{""3"": 415}",415,1,30,1,30,0,30,30,1.0,0.909228430489,-1,19,19,,1.0,1.0,-0.0,1,0,0,30,0,0,0.0,-1.0,0,0,900,0,-900,900,-1.0,60,30,-30,-0.5,30,1.0,1,30,1,60,0,30,60,1.0,0.915248697432,-1,19,19,,1.0,1.0,-0.0,1,0,0,60,0,0,0.0,-1.0,0,0,1800,0,-1800,1800,-1.0,90,60,-30,-0.333333333333,60,1.0,1,30,1,120,0,30,120,1.0,0.924880585522,-1,19,19,,1.0,1.0,-0.0,1,0,0,120,0,0,0.0,-1.0,0,0,3600,0,-3600,3600,-1.0,150,120,-30,-0.2,120,1.0,1,30,1,300,0,30,300,1.0,0.938203811033,-1,19,19,,1.0,1.0,-0.0,1,0,0,300,0,0,0.0,-1.0,0,0,9000,0,-9000,9000,-1.0,330,300,-30,-0.090909090909,300,1.0,1,30,1,415,0,30,413,0.995180722892,0.93761334673,-1,19,19,,1.0,1.0,-0.0,1,0,0,413,0,0,0.0,-1.0,0,0,12390,0,-12390,12390,-1.0,443,413,-30,-0.067720090293,415,1.0
MOT17-02-FRCNN,4,25,30,v_to_u,25,4,1,31,301,1,1,25,4,1,30,30,1,331,1,331,1,30,1,301,301,301,1.0,1.512950475379,0.604019054878,0.0,0.001544401851,0.211484148372,-1.0,-1.0,4,1,"{""4"": 301}",301,1,30,1,30,0,30,30,1.0,0.917702876422,-1,10,10,,1.0,1.0,-0.0,1,0,0,30,0,0,0.0,-1.0,0,0,900,0,-900,900,-1.0,60,30,-30,-0.5,30,1.0,1,30,1,60,0,30,60,1.0,0.927920001385,-1,10,10,,1.0,1.0,-0.0,1,0,0,60,0,0,0.0,-1.0,0,0,1800,0,-1800,1800,-1.0,90,60,-30,-0.333333333333,60,1.0,1,30,1,120,0,30,120,1.0,0.932719360181,-1,10,10,,1.0,1.0,-0.0,1,0,0,120,0,0,0.0,-1.0,0,0,3600,0,-3600,3600,-1.0,150,120,-30,-0.2,120,1.0,1,30,1,300,0,30,277,0.923333333333,0.877435073506,-1,10,10,,1.0,1.0,-0.0,1,0,0,277,0,0,0.0,-1.0,0,0,8310,0,-8310,8310,-1.0,307,277,-30,-0.097719869707,300,1.0,1,30,1,301,0,30,277,0.920265780731,0.877435073506,-1,10,10,,1.0,1.0,-0.0,1,0,0,277,0,0,0.0,-1.0,0,0,8310,0,-8310,8310,-1.0,307,277,-30,-0.097719869707,301,1.0
MOT17-02-FRCNN,5,25,30,v_to_u,25,5,1,31,29,1,1,25,5,1,30,30,1,59,1,59,1,30,1,29,29,29,1.0,5.256383149458,1.472949606017,0.0,1.607646184792,1.544414844857,-1.0,-1.0,5,1,"{""5"": 29}",29,1,30,1,29,0,30,26,0.896551724138,0.901653690547,-1,2,2,,1.0,1.0,-0.0,1,0,0,26,0,0,0.0,-1.0,0,0,780,0,-780,780,-1.0,56,30,-26,-0.464285714286,29,1.0,1,30,1,29,0,30,26,0.896551724138,0.901653690547,-1,2,2,,1.0,1.0,-0.0,1,0,0,26,0,0,0.0,-1.0,0,0,780,0,-780,780,-1.0,56,30,-26,-0.464285714286,29,1.0,1,30,1,29,0,30,26,0.896551724138,0.901653690547,-1,2,2,,1.0,1.0,-0.0,1,0,0,26,0,0,0.0,-1.0,0,0,780,0,-780,780,-1.0,56,30,-26,-0.464285714286,29,1.0,1,30,1,29,0,30,26,0.896551724138,0.901653690547,-1,2,2,,1.0,1.0,-0.0,1,0,0,26,0,0,0.0,-1.0,0,0,780,0,-780,780,-1.0,56,30,-26,-0.464285714286,29,1.0,1,30,1,29,0,30,26,0.896551724138,0.901653690547,-1,2,2,,1.0,1.0,-0.0,1,0,0,26,0,0,0.0,-1.0,0,0,780,0,-780,780,-1.0,56,30,-26,-0.464285714286,29,1.0
MOT17-02-FRCNN,6,25,30,v_to_u,25,6,1,31,381,1,1,25,6,1,30,30,1,439,1,411,1,30,1,381,381,409,0.931540342298,1.379545903928,0.124108389508,0.0,0.117508649593,0.167469888543,-1.0,-1.0,6,1,"{""6"": 381}",381,1,30,1,30,0,30,30,1.0,0.942243428247,-1,17,17,,1.0,1.0,-0.0,1,0,0,30,0,0,0.0,-1.0,0,0,900,0,-900,900,-1.0,60,30,-30,-0.5,30,1.0,1,30,1,60,0,30,60,1.0,0.93468982739,-1,17,17,,1.0,1.0,-0.0,1,0,0,60,0,0,0.0,-1.0,0,0,1800,0,-1800,1800,-1.0,90,60,-30,-0.333333333333,60,1.0,1,30,1,120,0,30,120,1.0,0.87211613897,-1,17,17,,1.0,1.0,-0.0,1,0,0,120,0,0,0.0,-1.0,0,0,3600,0,-3600,3600,-1.0,150,120,-30,-0.2,120,1.0,1,30,1,300,0,30,298,0.993333333333,0.862171323347,-1,17,17,,1.0,0.939597315436,0.228074088755,2,0,0,280,0,0,0.0,-0.939597315436,0,0,8400,540,-7860,8940,-0.879194630872,310,280,-30,-0.091463414634,300,1.0,1,30,1,381,0,30,369,0.968503937008,0.845149963854,-1,17,17,,1.0,0.764227642276,0.546157618763,2,0,0,282,0,0,0.0,-0.764227642276,0,0,8460,2610,-5850,11070,-0.528455284553,312,282,-30,-0.075187969925,409,0.931540342298
MOT17-02-FRCNN,7,25,30,v_to_u,25,7,1,31,175,1,1,25,7,1,30,30,1,205,1,205,1,30,1,175,175,175,1.0,1.403879404053,0.135382458199,0.0,0.256888712161,0.213407730324,-1.0,-1.0,7,1,"{""7"": 175}",175,1,30,1,30,0,30,30,1.0,0.921665005986,-1,18,18,,1.0,1.0,-0.0,1,0,0,30,0,0,0.0,-1.0,0,0,900,0,-900,900,-1.0,60,30,-30,-0.5,30,1.0,1,30,1,60,0,30,60,1.0,0.919662230961,-1,18,18,,1.0,1.0,-0.0,1,0,0,60,0,0,0.0,-1.0,0,0,1800,0,-1800,1800,-1.0,90,60,-30,-0.333333333333,60,1.0,1,30,1,120,0,30,120,1.0,0.917545211671,-1,18,18,,1.0,1.0,-0.0,1,0,0,120,0,0,0.0,-1.0,0,0,3600,0,-3600,3600,-1.0,150,120,-30,-0.2,120,1.0,1,30,1,175,0,30,167,0.954285714286,0.878615834996,-1,18,18,,1.0,0.994011976048,0.03661672938,2,0,0,166,0,0,0.0,-0.994011976048,0,0,4980,30,-4950,5010,-0.988023952096,196,166,-30,-0.152284263959,175,1.0,1,30,1,175,0,30,167,0.954285714286,0.878615834996,-1,18,18,,1.0,0.994011976048,0.03661672938,2,0,0,166,0,0,0.0,-0.994011976048,0,0,4980,30,-4950,5010,-0.988023952096,196,166,-30,-0.152284263959,175,1.0
MOT17-02-FRCNN,8,25,30,v_to_u,25,8,1,31,299,1,1,25,8,1,30,30,1,329,1,329,1,30,1,299,299,299,1.0,4.451836833499,0.885827970941,0.0,0.762448646402,0.759960631545,-1.0,-1.0,8,1,"{""8"": 299}",299,1,30,1,30,0,30,30,1.0,0.950874875883,-1,20,20,,1.0,1.0,-0.0,1,0,0,30,0,0,0.0,-1.0,0,0,900,0,-900,900,-1.0,60,30,-30,-0.5,30,1.0,1,30,1,60,0,30,60,1.0,0.94412802666,-1,20,20,,1.0,1.0,-0.0,1,0,0,60,0,0,0.0,-1.0,0,0,1800,0,-1800,1800,-1.0,90,60,-30,-0.333333333333,60,1.0,1,30,1,120,0,30,120,1.0,0.947518890403,-1,20,20,,1.0,1.0,-0.0,1,0,0,120,0,0,0.0,-1.0,0,0,3600,0,-3600,3600,-1.0,150,120,-30,-0.2,120,1.0,1,30,1,299,0,30,292,0.976588628763,0.936366344309,-1,20,20,,1.0,0.986301369863,0.072377789516,2,0,0,288,0,0,0.0,-0.986301369863,0,0,8640,120,-8520,8760,-0.972602739726,318,288,-30,-0.093167701863,299,1.0,1,30,1,299,0,30,292,0.976588628763,0.936366344309,-1,20,20,,1.0,0.986301369863,0.072377789516,2,0,0,288,0,0,0.0,-0.986301369863,0,0,8640,120,-8520,8760,-0.972602739726,318,288,-30,-0.093167701863,299,1.0
MOT17-02-FRCNN,9,25,30,v_to_u,25,9,1,31,116,1,1,25,9,1,30,30,1,146,1,146,1,30,1,116,116,116,1.0,5.647141056926,1.128692705044,0.0,0.976421404557,0.983124411238,-1.0,-1.0,9,1,"{""9"": 116}",116,1,30,1,30,0,30,30,1.0,0.936416562628,-1,23,23,,1.0,1.0,-0.0,1,0,0,30,0,0,0.0,-1.0,0,0,900,0,-900,900,-1.0,60,30,-30,-0.5,30,1.0,1,30,1,60,0,30,60,1.0,0.907898338252,-1,23,23,,1.0,1.0,-0.0,1,0,0,60,0,0,0.0,-1.0,0,0,1800,0,-1800,1800,-1.0,90,60,-30,-0.333333333333,60,1.0,1,30,1,116,0,30,114,0.98275862069,0.91681621221,-1,23,23,,1.0,1.0,-0.0,1,0,0,114,0,0,0.0,-1.0,0,0,3420,0,-3420,3420,-1.0,144,114,-30,-0.208333333333,116,1.0,1,30,1,116,0,30,114,0.98275862069,0.91681621221,-1,23,23,,1.0,1.0,-0.0,1,0,0,114,0,0,0.0,-1.0,0,0,3420,0,-3420,3420,-1.0,144,114,-30,-0.208333333333,116,1.0,1,30,1,116,0,30,114,0.98275862069,0.91681621221,-1,23,23,,1.0,1.0,-0.0,1,0,0,114,0,0,0.0,-1.0,0,0,3420,0,-3420,3420,-1.0,144,114,-30,-0.208333333333,116,1.0
MOT17-02-FRCNN,10,25,30,v_to_u,25,10,1,31,29,1,1,25,10,1,30,30,1,59,1,59,1,30,1,29,29,29,1.0,8.615444114043,0.244843826215,0.0,0.045785423668,0.045137926986,-1.0,-1.0,10,1,"{""10"": 29}",29,1,30,1,29,0,30,29,1.0,0.806319005293,-1,26,26,,1.0,1.0,-0.0,1,0,0,29,0,0,0.0,-1.0,0,0,870,0,-870,870,-1.0,59,30,-29,-0.491525423729,29,1.0,1,30,1,29,0,30,29,1.0,0.806319005293,-1,26,26,,1.0,1.0,-0.0,1,0,0,29,0,0,0.0,-1.0,0,0,870,0,-870,870,-1.0,59,30,-29,-0.491525423729,29,1.0,1,30,1,29,0,30,29,1.0,0.806319005293,-1,26,26,,1.0,1.0,-0.0,1,0,0,29,0,0,0.0,-1.0,0,0,870,0,-870,870,-1.0,59,30,-29,-0.491525423729,29,1.0,1,30,1,29,0,30,29,1.0,0.806319005293,-1,26,26,,1.0,1.0,-0.0,1,0,0,29,0,0,0.0,-1.0,0,0,870,0,-870,870,-1.0,59,30,-29,-0.491525423729,29,1.0,1,30,1,29,0,30,29,1.0,0.806319005293,-1,26,26,,1.0,1.0,-0.0,1,0,0,29,0,0,0.0,-1.0,0,0,870,0,-870,870,-1.0,59,30,-29,-0.491525423729,29,1.0
